source,event,crop,crop_group,district,area_under_crop_acre,fully_damaged_acre,partially_damaged_acre,pct_partial_damage,total_damaged_acre,yield_kg_per_acre,production_loss_t,page
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Khagrachhari,67634.0,3006.0,7418.0,7.59,5130.0,1661.0,8521.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Comilla,35966.0,18766.0,8382.0,63.34,22781.0,1629.0,37117.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Maulvibazar,199041.0,21020.0,36240.0,15.98,31807.0,1464.0,46580.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Lakshmipur,27675.0,8838.0,18937.0,50.6,14003.0,1407.0,19704.0,447
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Feni,74106.0,40049.0,29057.0,55.04,40788.0,1616.0,65900.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Rangpur,73790.0,6.0,28.0,0.02,12.0,1952.0,24.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Cox's Bazar,185551.0,0.0,2874.0,0.02,45.0,1703.0,76.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Magura,146877.0,233.0,1385.0,0.36,524.0,1568.0,821.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Mymensingh,245664.0,28191.0,57018.0,21.3,52317.0,1550.0,81091.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Netrakona,317872.0,47819.0,34566.0,23.65,75167.0,1661.0,124852.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Sherpur,229694.0,52426.0,47809.0,33.65,77286.0,1338.0,103382.3,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Chandpur,45499.0,1917.0,5132.0,8.99,4089.0,1098.0,4488.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman(Local+HYV+Hybrid),Aman rice,Bangladesh,1354950.0,174660.0,238852.0,19.05,258114.0,1620.0,418247.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman Seedbed,Aman seedbed,Noakhali,124204.0,22442.0,58203.0,44.01,54656.0,1616.0,88349.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman Seedbed,Aman seedbed,Chittagong,34159.0,2839.0,8660.0,11.67,3987.0,1134.0,4523.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman Seedbed,Aman seedbed,Comilla,1410.0,705.0,196.0,58.65,827.0,1330.0,1100.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman Seedbed,Aman seedbed,Feni,15970.0,15298.0,14936.0,96.8,15459.0,1327.0,20515.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Aman Seedbed,Aman seedbed,Bangladesh,175743.0,41284.0,81994.0,41.0,74929.0,1528.0,114487.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Karolla (Bitter Gourd),Karolla (Bitter Gourd),Chittagong,122.0,37.0,28.0,30.0,37.0,4125.0,151.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Karolla (Bitter Gourd),Karolla (Bitter Gourd),Bangladesh,122.0,37.0,28.0,30.0,37.0,4125.0,151.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Kakrol (Sweet Bitter Gourd),Kakrol (Sweet Bitter Gourd),Chittagong,278.0,71.0,53.0,13.0,37.0,92033.0,3359.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Kakrol (Sweet Bitter Gourd),Kakrol (Sweet Bitter Gourd),Bangladesh,278.0,71.0,53.0,13.0,37.0,92033.0,3359.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Ash Gourd (Chalkumra),Ash Gourd (Chalkumra),Chittagong,286.0,42.0,122.0,13.0,37.0,8111.0,296.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Ash Gourd (Chalkumra),Ash Gourd (Chalkumra),Bangladesh,286.0,42.0,122.0,13.0,37.0,8111.0,296.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Snake Gourd (Chichianga),Snake Gourd (Chichianga),Chittagong,762.0,73.0,316.0,20.0,152.93,3819.0,584.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Snake Gourd (Chichianga),Snake Gourd (Chichianga),Bangladesh,762.0,73.0,316.0,20.0,152.93,3819.0,584.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Ridge Gourd (Jhinga),Ridge Gourd (Jhinga),Chittagong,291.0,109.0,64.0,60.0,175.0,3106.0,544.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Ridge Gourd (Jhinga),Ridge Gourd (Jhinga),Bangladesh,291.0,109.0,64.0,60.0,175.0,3106.0,544.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Lady’s Finger,Lady’s Finger,Chittagong,285.0,96.0,60.0,45.0,129.0,2650.0,341.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Lady’s Finger,Lady’s Finger,Bangladesh,285.0,96.0,60.0,45.0,129.0,2650.0,341.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Sponge Gourd (Dhundul),Sponge Gourd (Dhundul),Chittagong,243.0,60.0,45.0,36.0,88.0,2976.0,262.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Sponge Gourd (Dhundul),Sponge Gourd (Dhundul),Bangladesh,243.0,60.0,45.0,36.0,88.0,2976.0,262.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Panikachu (Water Arum),Panikachu (Water Arum),Chittagong,89.0,9.0,13.0,18.31,16.0,5472.0,89.19,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Panikachu (Water Arum),Panikachu (Water Arum),Bangladesh,89.0,9.0,13.0,18.31,16.0,5472.0,89.19,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Indian Spinach ( Puishak),Indian Spinach ( Puishak),Chittagong,56.0,4.0,7.0,13.21,7.0,2310.0,17.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Indian Spinach ( Puishak),Indian Spinach ( Puishak),Bangladesh,56.0,4.0,7.0,13.21,7.0,2310.0,17.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Green Papaya (Kacha papa),Green Papaya (Kacha papa),Chittagong,71.0,31.0,19.0,66.2,47.0,2766.0,130.0,448
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Green Papaya (Kacha papa),Green Papaya (Kacha papa),Magura,24.0,0.0,3.0,2.63,1.0,19000.0,12.0,449
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Green Papaya (Kacha papa),Green Papaya (Kacha papa),Bangladesh,95.0,31.0,22.0,69.0,48.0,2981.0,142.0,449
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Long Bean (Barbati),Long Bean (Barbati),Chittagong,234.0,69.0,45.0,43.62,102.0,3464.0,354.0,449
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Long Bean (Barbati),Long Bean (Barbati),Bangladesh,234.0,69.0,45.0,43.62,102.0,3464.0,354.0,449
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Brinjal (Eggplant),Brinjal (Eggplant),Chittagong,99.0,17.0,29.0,27.0,27.0,333.0,9.0,449
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Brinjal (Eggplant),Brinjal (Eggplant),Magura,155.0,4.0,32.0,7.0,11.0,4440.0,48.0,449
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Brinjal (Eggplant),Brinjal (Eggplant),Rangpur,46.0,1.0,2.0,4.0,2.0,1650.0,3.0,449
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Brinjal (Eggplant),Brinjal (Eggplant),Bangladesh,300.0,22.0,63.0,13.0,40.0,1511.0,60.0,449
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Mukhikachu (Bulbous root of arum),Mukhikachu (Bulbous root of arum),Chittagong,50.0,6.0,6.25,17.36,9.0,2520.0,22.0,449
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Mukhikachu (Bulbous root of arum),Mukhikachu (Bulbous root of arum),Bangladesh,50.0,6.0,6.25,17.36,9.0,2520.0,22.0,449
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Cucumber,Cucumber,Chittagong,491.0,92.0,173.0,31.73,156.0,3742.0,583.0,449
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Cucumber,Cucumber,Bangladesh,491.0,92.0,173.0,31.73,156.0,3742.0,583.0,449
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Chili,Chili,Magura,590.0,39.0,75.0,9.34,55.0,1792.0,99.0,449
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Chili,Chili,Rangpur,360.0,2.0,3.0,1.0,4.0,2337.0,10.0,449
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different Crops Due to Flood Excessive Rainfall & Rush of Water in the Month of August to September 2024-25,Chili,Chili,Bangladesh,950.0,41.0,78.0,6.0,60.0,1833.0,109.0,449
